统计|各设置项使用占比|冲印方式设置入口点击|相机设置 → 冲印方式|相机设置.jpg|点击冲印方式时上报|CameraSettingPage|PrintModeEntry|on|cur_value=ask|click|默认值设置
统计|默认冲印方式分布；衡量「每次询问」偏好|冲印方式设置弹窗曝光|相机设置 → 冲印方式 → 弹窗|冲印方式设置.jpg|弹窗展示时上报|PrintModeSettingDialog|PrintModeSetting||cur_value=ask|view|设置项曝光
统计|各默认冲印方式选择占比|冲印方式设置选择|冲印方式设置弹窗 → 选项|冲印方式设置.jpg|选中选项时上报|PrintModeSettingDialog|PrintModeSettingSelect|selected|print_mode=classic|click|影响主流程
统计|设置保存率＝完成次数/弹窗曝光PV|冲印方式设置完成点击|冲印方式设置弹窗 → 完成|冲印方式设置.jpg|点击完成时上报|PrintModeSettingDialog|PrintModeSettingSave|on|print_mode=classic|click|写入设备配置
统计|日期戳开启率；偏好设置洞察|日期戳开关切换|相机设置 → 日期戳|相机设置.jpg|开关切换时上报|CameraSettingPage|DateStamp|on|status=1|click|成像偏好
统计|设备删除率；流失监控|删除设备点击|相机设置 → 删除设备|相机设置.jpg|点击删除时上报|CameraSettingPage|DeleteDevice|on|-|click|解绑流失预警
统计|可用风格查看次数；风格渗透辅助|可用风格点击|相机设置 → 可用风格|相机设置.jpg|点击可用风格时上报|CameraSettingPage|AvailableStyle|on|style_cnt=6|click|当前值即风格列表
统计|暗房PV/UV；冲后回看渗透率|暗房胶卷列表曝光|App → 暗房|暗房 · 冲印中.jpg|列表页进入时上报|DarkroomPage|DarkroomList||roll_cnt=3|page_view|胶卷沉淀核心页
统计|暗房筛选使用占比|暗房筛选点击|暗房 → 筛选标签|暗房 · 冲印中.jpg|点击筛选标签时上报|DarkroomPage|DarkroomFilter|selected|filter_type=all|click|多卷管理
统计|冲印中状态留存；等待期流失分析|胶卷卡片曝光|暗房 → 胶卷卡片|暗房 · 冲印中.jpg|卡片可见时上报|DarkroomPage|RollCard||roll_id;print_status=processing|view|冲印进度可见性
统计|胶卷打开率＝卡片点击PV/卡片曝光PV|胶卷卡片点击|暗房 → 胶卷卡片|暗房 · 冲印中.jpg|点击卡片时上报|DarkroomPage|RollCardClick|on|roll_id;print_status=done|click|进入底片浏览
统计|底片浏览PV/UV；成片回看率|底片浏览曝光|暗房 → 胶卷卡片 → 底片浏览|底片浏览.jpg|页面进入时上报|FilmStripPage|FilmStrip||roll_id;shot_cnt=32|page_view|冲扫完成后的第一站
统计|单张停留与浏览深度|胶片带滑动|底片浏览 → 横向滑动|底片浏览.jpg|滑动停止时上报|FilmStripPage|FilmSwipe|on|photo_idx=5|view|浏览深度
统计|大图进入率＝单图点击PV/底片浏览PV|单张照片点击|底片浏览 → 单张照片|底片浏览.jpg|点击照片时上报|FilmStripPage|PhotoClick|on|photo_idx=5|click|进入大图浏览
统计|多选使用率；批量操作渗透|选择模式点击|底片浏览 → 选择|底片浏览.jpg|点击选择时上报|FilmStripPage|SelectMode|on|-|click|批量删除/保存前置
统计|保存到相册转化率；内容沉淀量|保存全部点击|底片浏览 → 保存全部|底片浏览.jpg|点击保存全部时上报|FilmStripPage|SaveAll|on|shot_cnt=32|click|内容沉淀指标
统计|分享渗透率；传播价值验证|分享点击|底片浏览 → 分享|底片浏览.jpg|点击分享时上报|FilmStripPage|Share|on|shot_cnt=32|click|传播拉新
统计|大图浏览PV/UV；单图精读率|大图浏览曝光|底片浏览 → 单张照片|大图浏览.jpg|页面进入时上报|PhotoViewPage|PhotoView||roll_id;total=6|page_view|成片回看
统计|翻页深度；平均查看张数|左右切换点击|大图浏览 → 左右箭头|大图浏览.jpg|切换图片时上报|PhotoViewPage|PhotoSwitch|on|from=2;to=3|click|浏览深度
统计|设为封面使用率；封面管理行为|设为封面点击|大图浏览 → 设为封面|大图浏览.jpg|点击设为封面时上报|PhotoViewPage|SetCover|on|photo_idx=3|click|胶卷封面运营
统计|单图保存率＝单图保存PV/大图浏览PV|单张保存点击|大图浏览 → 保存|大图浏览.jpg|点击保存时上报|PhotoViewPage|PhotoSave|on|photo_idx=3|click|内容沉淀
统计|创作入口使用率；拼贴玩法渗透|拼贴分享页曝光|底片浏览 → 分享 → 拼贴|拼贴分享.jpg|页面进入时上报|CollagePage|Collage||photo_cnt=3|page_view|创作模块
统计|拼贴选片数与选片偏好|拼贴缩略图选择|拼贴分享 → 缩略图带|拼贴分享.jpg|选择/取消照片时上报|CollagePage|CollageSelect|selected|photo_cnt=2;max=6|click|创作选片行为
统计|重新生成使用率；模板满意度|重新生成点击|拼贴分享 → 重新生成|拼贴分享.jpg|点击重新生成时上报|CollagePage|CollageRegen|on|photo_cnt=2|click|模板迭代依据
统计|拼贴保存量；分享传播量|拼贴保存点击|拼贴分享 → 保存|拼贴分享.jpg|点击保存时上报|CollagePage|CollageSave|on|photo_cnt=3|click|内容沉淀
统计|拼贴分享量；传播回流UV|拼贴分享点击|拼贴分享 → 分享|拼贴分享.jpg|点击分享时上报|CollagePage|CollageShare|on|photo_cnt=3|click|传播价值验证
















